Date,Product_Name,Category,Region,Units_Sold,Revenue,Cost,Profit,Customer_Segment,Discount
2023-03-13,Running Shoes,Sports,South,2,438.7,263.22,175.48,Business,0.0
2023-03-13,Tablet,Electronics,South,4,3256.79,2171.2,1085.6,Enterprise,0.1
2023-03-13,Smartphone,Electronics,North,1,885.78,531.47,354.31,Business,0.0
2023-03-13,Headphones,Electronics,West,2,774.99,464.99,310.0,Business,0.0
2023-03-13,Headphones,Electronics,East,4,4357.98,2614.79,1743.19,Enterprise,0.0
2023-03-13,Biography,Books,East,3,44.83,26.9,17.93,Enterprise,0.0
2023-03-13,T-Shirt,Clothing,West,2,28.11,24.09,4.02,Consumer,0.3
2023-03-14,Tablet,Electronics,South,2,839.34,629.51,209.84,Consumer,0.2
2023-03-14,Smartphone,Electronics,East,1,723.59,482.39,241.2,Consumer,0.1
2023-03-14,Lamp,Home & Garden,South,5,1566.14,939.68,626.45,Business,0.0
2023-03-14,Plant Pot,Home & Garden,South,3,687.25,412.35,274.9,Consumer,0.0
2023-03-14,Jeans,Clothing,South,3,343.14,294.12,49.02,Business,0.3
2023-03-14,Self-Help,Books,East,3,36.77,22.06,14.71,Consumer,0.0
2023-03-14,Lamp,Home & Garden,Central,3,1012.21,607.33,404.88,Business,0.0
2023-03-14,T-Shirt,Clothing,East,4,121.06,72.64,48.42,Business,0.0
2023-03-14,Biography,Books,North,3,68.79,41.27,27.52,Business,0.0
2023-03-14,T-Shirt,Clothing,East,3,535.4,321.24,214.16,Enterprise,0.0
2023-03-14,Biography,Books,East,1,14.93,12.8,2.13,Consumer,0.3
2023-03-14,Biography,Books,West,3,138.67,83.2,55.47,Consumer,0.0
2023-03-14,Dress,Clothing,South,2,91.47,54.88,36.59,Business,0.0
2023-03-14,Tablet,Electronics,West,7,2120.25,1272.15,848.1,Enterprise,0.0
2023-03-14,Shoes,Clothing,East,1,140.57,105.43,35.14,Business,0.2
2023-03-14,Self-Help,Books,South,0,0.0,0.0,0.0,Consumer,0.1
2023-03-14,T-Shirt,Clothing,West,3,390.19,334.45,55.74,Enterprise,0.3
2023-03-14,Tablet,Electronics,North,2,1565.22,1173.91,391.3,Enterprise,0.2
2023-03-14,Shoes,Clothing,Central,1,79.87,47.92,31.95,Business,0.0
2023-03-14,Plant Pot,Home & Garden,West,4,501.86,301.11,200.74,Enterprise,0.0
2023-03-14,Coffee Table,Home & Garden,Central,1,445.67,267.4,178.27,Enterprise,0.0
2023-03-14,Headphones,Electronics,Central,2,1204.14,722.48,481.66,Business,0.0
2023-03-14,T-Shirt,Clothing,West,8,1153.68,692.21,461.47,Business,0.0
2023-03-14,Cookbook,Books,Central,1,37.69,28.27,9.42,Business,0.2
2023-03-14,Tablet,Electronics,East,1,1051.74,631.04,420.69,Enterprise,0.0
2023-03-14,Non-Fiction,Books,Central,4,183.49,110.1,73.4,Enterprise,0.0
2023-03-14,Smartphone,Electronics,West,0,0.0,0.0,0.0,Business,0.0
2023-03-14,Laptop,Electronics,North,2,2126.07,1275.64,850.43,Consumer,0.0
2023-03-14,Cushion,Home & Garden,West,2,119.05,71.43,47.62,Business,0.0
2023-03-15,Basketball,Sports,West,2,167.37,100.42,66.95,Consumer,0.0
2023-03-15,Dress,Clothing,North,4,767.99,460.8,307.2,Consumer,0.0
2023-03-15,Basketball,Sports,Central,3,463.14,277.88,185.25,Enterprise,0.0
2023-03-15,Basketball,Sports,West,2,60.92,36.55,24.37,Consumer,0.0
2023-03-15,Biography,Books,West,1,47.42,28.45,18.97,Consumer,0.0
2023-03-15,Headphones,Electronics,North,3,2359.21,1572.81,786.4,Enterprise,0.1
2023-03-15,Headphones,Electronics,West,3,2042.57,1225.54,817.03,Enterprise,0.0
2023-03-15,Cookbook,Books,West,2,51.48,30.89,20.59,Business,0.0
2023-03-15,Shoes,Clothing,West,3,230.2,138.12,92.08,Consumer,0.0
2023-03-15,Jeans,Clothing,West,2,274.84,206.13,68.71,Business,0.2
2023-03-15,Jeans,Clothing,South,1,25.47,15.28,10.19,Consumer,0.0
2023-03-15,Smartwatch,Electronics,West,1,821.67,493.0,328.67,Enterprise,0.0
2023-03-15,T-Shirt,Clothing,North,4,229.66,137.79,91.86,Business,0.0
2023-03-15,Laptop,Electronics,West,1,832.17,499.3,332.87,Enterprise,0.0
2023-03-15,Cushion,Home & Garden,West,7,2809.99,1685.99,1123.99,Business,0.0
2023-03-15,Shoes,Clothing,South,1,170.82,113.88,56.94,Enterprise,0.1
2023-03-15,Jacket,Clothing,North,2,146.43,87.86,58.57,Consumer,0.0
2023-03-15,Dress,Clothing,East,4,207.92,155.94,51.98,Business,0.2
2023-03-15,Fiction,Books,Central,2,80.14,48.08,32.06,Enterprise,0.0
2023-03-15,Coffee Table,Home & Garden,South,1,142.77,85.66,57.11,Business,0.0
2023-03-15,Jeans,Clothing,East,2,351.4,234.26,117.13,Consumer,0.1
2023-03-15,Dumbbells,Sports,Central,1,237.87,142.72,95.15,Enterprise,0.0
2023-03-15,Non-Fiction,Books,South,1,22.23,16.67,5.56,Business,0.2
2023-03-15,Plant Pot,Home & Garden,South,3,980.49,588.29,392.19,Enterprise,0.0
2023-03-15,Biography,Books,West,2,97.73,58.64,39.09,Consumer,0.0
2023-03-15,Running Shoes,Sports,Central,2,438.74,292.49,146.25,Business,0.1
2023-03-15,Dress,Clothing,East,7,202.02,121.21,80.81,Consumer,0.0
2023-03-15,Biography,Books,East,1,29.32,19.55,9.77,Enterprise,0.1
2023-03-15,Laptop,Electronics,East,8,7101.81,4261.09,2840.72,Enterprise,0.0
2023-03-15,Basketball,Sports,North,2,133.89,80.33,53.56,Enterprise,0.0
2023-03-15,Fiction,Books,South,2,80.49,53.66,26.83,Consumer,0.1
2023-03-15,Tennis Racket,Sports,East,2,199.28,149.46,49.82,Business,0.2
2023-03-15,Yoga Mat,Sports,South,1,147.7,88.62,59.08,Consumer,0.0
2023-03-15,Jeans,Clothing,East,4,552.68,331.61,221.07,Consumer,0.0
2023-03-15,Running Shoes,Sports,North,4,484.4,415.2,69.2,Business,0.3
2023-03-15,Dumbbells,Sports,East,2,384.3,230.58,153.72,Consumer,0.0
2023-03-15,Cushion,Home & Garden,West,1,313.67,188.2,125.47,Business,0.0
2023-03-16,Headphones,Electronics,West,5,2375.08,1425.05,950.03,Enterprise,0.0
2023-03-16,Lamp,Home & Garden,South,0,0.0,0.0,0.0,Consumer,0.0
2023-03-16,Jacket,Clothing,North,2,225.77,135.46,90.31,Consumer,0.0
2023-03-16,Jacket,Clothing,Central,1,129.7,77.82,51.88,Consumer,0.0
2023-03-16,Coffee Table,Home & Garden,West,1,147.93,88.76,59.17,Enterprise,0.0
2023-03-16,Dumbbells,Sports,North,3,135.77,116.37,19.4,Business,0.3
2023-03-16,Smartwatch,Electronics,West,4,3328.01,2218.68,1109.34,Enterprise,0.1
2023-03-16,Jacket,Clothing,Central,2,227.15,136.29,90.86,Enterprise,0.0
2023-03-16,Plant Pot,Home & Garden,South,3,324.74,243.55,81.18,Business,0.2
2023-03-16,Dress,Clothing,East,4,284.24,170.55,113.7,Consumer,0.0
2023-03-16,Headphones,Electronics,West,2,1524.96,914.98,609.99,Consumer,0.0
2023-03-16,Plant Pot,Home & Garden,Central,3,1086.7,652.02,434.68,Business,0.0
2023-03-16,Yoga Mat,Sports,North,4,738.95,443.37,295.58,Business,0.0
2023-03-16,Self-Help,Books,Central,3,106.91,64.15,42.76,Consumer,0.0
2023-03-16,Tennis Racket,Sports,North,4,1079.76,647.86,431.91,Business,0.0
2023-03-16,Tennis Racket,Sports,North,8,1256.96,837.98,418.99,Enterprise,0.1
2023-03-16,Self-Help,Books,East,5,119.78,79.85,39.93,Business,0.1
2023-03-16,Fiction,Books,Central,1,34.37,20.62,13.75,Consumer,0.0
2023-03-16,Biography,Books,Central,3,139.89,83.93,55.95,Consumer,0.0
2023-03-16,Smartphone,Electronics,East,3,1944.73,1296.49,648.24,Consumer,0.1
2023-03-16,Biography,Books,Central,1,20.68,12.41,8.27,Business,0.0
2023-03-16,Jeans,Clothing,West,4,154.7,92.82,61.88,Enterprise,0.0
2023-03-16,Smartphone,Electronics,West,4,1487.96,892.78,595.18,Enterprise,0.0
2023-03-16,Headphones,Electronics,Central,3,2346.26,1759.69,586.56,Enterprise,0.2
2023-03-16,Smartwatch,Electronics,East,3,2150.05,1842.9,307.15,Consumer,0.3
2023-03-16,Headphones,Electronics,East,1,394.45,295.84,98.61,Consumer,0.2
2023-03-16,Yoga Mat,Sports,North,2,95.78,63.86,31.93,Business,0.1
2023-03-16,Tennis Racket,Sports,West,3,150.86,129.31,21.55,Consumer,0.3
2023-03-16,Headphones,Electronics,Central,1,971.43,647.62,323.81,Business,0.1
2023-03-16,Laptop,Electronics,West,1,439.72,263.83,175.89,Business,0.0
2023-03-16,Laptop,Electronics,South,2,923.31,615.54,307.77,Business,0.1
2023-03-16,Tennis Racket,Sports,East,5,1422.61,853.57,569.04,Enterprise,0.0
2023-03-16,Jacket,Clothing,North,7,532.26,319.35,212.9,Enterprise,0.0
2023-03-16,Biography,Books,South,2,35.05,21.03,14.02,Consumer,0.0
2023-03-16,Dress,Clothing,South,1,101.63,60.98,40.65,Business,0.0
2023-03-16,Shoes,Clothing,Central,1,132.08,79.25,52.83,Consumer,0.0
2023-03-16,Jeans,Clothing,South,7,924.45,554.67,369.78,Enterprise,0.0
2023-03-16,Lamp,Home & Garden,South,1,338.52,203.11,135.41,Consumer,0.0
2023-03-16,Biography,Books,East,2,68.83,41.3,27.53,Business,0.0
2023-03-16,Jeans,Clothing,North,2,171.2,102.72,68.48,Enterprise,0.0
2023-03-16,Non-Fiction,Books,East,4,129.75,77.85,51.9,Enterprise,0.0
2023-03-16,Jeans,Clothing,South,2,197.49,118.49,79.0,Enterprise,0.0
2023-03-17,Cushion,Home & Garden,North,4,1861.7,1117.02,744.68,Enterprise,0.0
2023-03-17,Dumbbells,Sports,South,3,244.7,146.82,97.88,Enterprise,0.0
2023-03-17,Smartwatch,Electronics,East,1,534.51,356.34,178.17,Enterprise,0.1
2023-03-17,Dumbbells,Sports,West,3,366.29,219.77,146.52,Consumer,0.0
2023-03-17,Smartwatch,Electronics,Central,2,1042.23,625.34,416.89,Enterprise,0.0
2023-03-17,Jeans,Clothing,North,2,57.43,38.29,19.14,Consumer,0.1
2023-03-17,Dumbbells,Sports,South,3,428.21,256.93,171.28,Consumer,0.0
2023-03-17,Tennis Racket,Sports,North,5,1402.94,841.76,561.18,Consumer,0.0
2023-03-17,Jacket,Clothing,South,2,184.65,110.79,73.86,Enterprise,0.0
2023-03-17,Jeans,Clothing,East,4,691.91,415.15,276.76,Consumer,0.0
2023-03-17,Lamp,Home & Garden,West,2,424.99,254.99,170.0,Enterprise,0.0
2023-03-17,Cushion,Home & Garden,Central,3,619.11,371.47,247.65,Business,0.0
2023-03-17,Dress,Clothing,West,5,781.25,468.75,312.5,Enterprise,0.0
2023-03-17,Tablet,Electronics,South,6,6477.52,3886.51,2591.01,Business,0.0
2023-03-17,T-Shirt,Clothing,East,1,71.83,43.1,28.73,Consumer,0.0
2023-03-17,Tablet,Electronics,North,1,824.83,618.62,206.21,Consumer,0.2
2023-03-17,Headphones,Electronics,North,2,1817.24,1090.34,726.9,Business,0.0
2023-03-17,Running Shoes,Sports,West,3,99.96,59.98,39.99,Business,0.0
2023-03-17,Shoes,Clothing,North,6,135.65,81.39,54.26,Business,0.0
2023-03-17,Sofa,Home & Garden,East,2,186.44,139.83,46.61,Business,0.2
2023-03-17,Non-Fiction,Books,North,3,76.4,65.48,10.91,Consumer,0.3
2023-03-17,Dumbbells,Sports,North,2,419.85,251.91,167.94,Business,0.0
2023-03-17,Coffee Table,Home & Garden,Central,1,228.57,137.14,91.43,Consumer,0.0
2023-03-17,Shoes,Clothing,West,3,535.85,357.23,178.62,Business,0.1
2023-03-17,T-Shirt,Clothing,South,1,60.4,45.3,15.1,Consumer,0.2
2023-03-17,Coffee Table,Home & Garden,West,1,406.61,243.97,162.65,Enterprise,0.0
2023-03-17,Smartwatch,Electronics,Central,3,2849.02,1709.41,1139.61,Enterprise,0.0
2023-03-17,Cookbook,Books,North,3,93.44,56.06,37.37,Consumer,0.0
2023-03-17,Cookbook,Books,North,1,48.94,29.36,19.58,Enterprise,0.0
2023-03-17,Non-Fiction,Books,West,3,43.49,26.09,17.4,Consumer,0.0
2023-03-17,Dress,Clothing,East,2,295.65,177.39,118.26,Consumer,0.0
2023-03-17,Basketball,Sports,Central,3,321.52,192.91,128.61,Consumer,0.0
2023-03-17,Running Shoes,Sports,North,4,1154.91,692.95,461.97,Business,0.0
2023-03-18,Laptop,Electronics,North,5,5504.85,3302.91,2201.94,Business,0.0
2023-03-18,Smartphone,Electronics,West,2,888.06,532.84,355.23,Business,0.0
2023-03-18,Self-Help,Books,Central,3,35.37,21.22,14.15,Consumer,0.0
2023-03-18,Laptop,Electronics,West,8,4381.11,2628.67,1752.45,Consumer,0.0
2023-03-18,Tablet,Electronics,West,5,3730.32,2238.19,1492.13,Consumer,0.0
2023-03-18,Dress,Clothing,North,1,60.76,36.46,24.31,Business,0.0
2023-03-18,Self-Help,Books,West,2,45.63,34.22,11.41,Consumer,0.2
2023-03-18,Self-Help,Books,Central,2,96.16,57.7,38.47,Enterprise,0.0
2023-03-18,Self-Help,Books,South,2,75.4,50.26,25.13,Consumer,0.1
2023-03-18,Cookbook,Books,East,2,34.43,22.95,11.48,Enterprise,0.1
2023-03-18,Running Shoes,Sports,North,7,315.1,189.06,126.04,Business,0.0
2023-03-18,Dress,Clothing,South,4,122.63,73.58,49.05,Consumer,0.0
2023-03-18,Smartwatch,Electronics,Central,2,619.74,371.84,247.89,Business,0.0
2023-03-18,Plant Pot,Home & Garden,East,4,911.54,546.92,364.62,Business,0.0
2023-03-18,Coffee Table,Home & Garden,East,3,288.35,173.01,115.34,Consumer,0.0
2023-03-18,Non-Fiction,Books,North,3,148.64,89.19,59.46,Consumer,0.0
2023-03-18,Laptop,Electronics,West,1,601.4,360.84,240.56,Consumer,0.0
2023-03-18,T-Shirt,Clothing,South,3,304.06,182.44,121.63,Enterprise,0.0
2023-03-18,Coffee Table,Home & Garden,West,3,215.27,129.16,86.11,Consumer,0.0
2023-03-18,Tennis Racket,Sports,East,8,1421.07,852.64,568.43,Consumer,0.0
2023-03-18,Coffee Table,Home & Garden,North,1,60.14,45.11,15.04,Business,0.2
2023-03-18,Dress,Clothing,West,2,99.84,66.56,33.28,Business,0.1
2023-03-18,Shoes,Clothing,Central,8,1216.79,730.07,486.72,Business,0.0
2023-03-18,Tablet,Electronics,East,1,1027.45,616.47,410.98,Business,0.0
2023-03-18,Coffee Table,Home & Garden,South,1,175.9,105.54,70.36,Business,0.0
2023-03-18,Jeans,Clothing,Central,2,110.73,66.44,44.29,Enterprise,0.0
2023-03-18,T-Shirt,Clothing,East,0,0.0,0.0,0.0,Consumer,0.0
2023-03-18,T-Shirt,Clothing,West,1,34.32,25.74,8.58,Consumer,0.2
2023-03-18,Running Shoes,Sports,Central,1,182.93,137.2,45.73,Enterprise,0.2
2023-03-18,Cushion,Home & Garden,North,2,107.24,64.34,42.9,Enterprise,0.0
2023-03-18,Shoes,Clothing,Central,4,129.21,96.91,32.3,Consumer,0.2
2023-03-18,Basketball,Sports,South,7,293.36,251.45,41.91,Business,0.3
2023-03-18,Non-Fiction,Books,East,1,17.49,10.49,7.0,Enterprise,0.0
2023-03-18,Coffee Table,Home & Garden,South,0,0.0,0.0,0.0,Consumer,0.1
2023-03-18,Tennis Racket,Sports,South,5,655.91,491.93,163.98,Consumer,0.2
2023-03-19,Smartphone,Electronics,North,5,1570.31,942.19,628.13,Consumer,0.0
2023-03-19,Tablet,Electronics,East,4,3161.23,2370.92,790.31,Enterprise,0.2
2023-03-19,Fiction,Books,West,2,24.84,18.63,6.21,Consumer,0.2
2023-03-19,Running Shoes,Sports,East,0,0.0,0.0,0.0,Enterprise,0.0
2023-03-19,Plant Pot,Home & Garden,Central,2,775.08,465.05,310.03,Business,0.0
2023-03-19,Basketball,Sports,East,5,316.16,189.7,126.46,Consumer,0.0
2023-03-19,Sofa,Home & Garden,East,2,133.02,79.81,53.21,Enterprise,0.0
2023-03-19,Coffee Table,Home & Garden,North,1,121.67,104.29,17.38,Business,0.3
2023-03-19,Jacket,Clothing,North,3,135.38,81.23,54.15,Enterprise,0.0
2023-03-19,Cushion,Home & Garden,North,2,670.82,402.49,268.33,Enterprise,0.0
2023-03-19,Running Shoes,Sports,South,1,233.18,139.91,93.27,Consumer,0.0
2023-03-19,Cushion,Home & Garden,West,5,1982.06,1189.24,792.82,Enterprise,0.0
2023-03-19,Basketball,Sports,South,2,285.71,171.42,114.28,Business,0.0
2023-03-19,Yoga Mat,Sports,South,5,506.54,303.93,202.62,Business,0.0
2023-03-19,Self-Help,Books,North,2,60.23,45.17,15.06,Business,0.2
2023-03-19,Lamp,Home & Garden,South,3,996.82,598.09,398.73,Business,0.0
2023-03-19,Plant Pot,Home & Garden,West,4,1325.87,795.52,530.35,Business,0.0
2023-03-19,Jeans,Clothing,East,2,139.18,83.51,55.67,Consumer,0.0
2023-03-19,Dress,Clothing,East,3,420.12,252.07,168.05,Enterprise,0.0
2023-03-19,Cushion,Home & Garden,West,3,1159.18,695.51,463.67,Enterprise,0.0
2023-03-19,Biography,Books,Central,2,17.86,13.39,4.46,Business,0.2
2023-03-19,Self-Help,Books,North,2,27.63,16.58,11.05,Enterprise,0.0
2023-03-19,Self-Help,Books,East,1,29.78,17.87,11.91,Business,0.0
2023-03-19,Headphones,Electronics,South,5,3534.89,2356.59,1178.3,Enterprise,0.1
2023-03-19,T-Shirt,Clothing,East,4,455.74,273.44,182.3,Business,0.0
2023-03-19,Smartphone,Electronics,West,1,346.75,260.06,86.69,Business,0.2
2023-03-19,Jeans,Clothing,West,1,90.85,54.51,36.34,Enterprise,0.0
2023-03-19,Cookbook,Books,Central,1,25.34,15.21,10.14,Consumer,0.0
2023-03-19,Headphones,Electronics,North,3,2920.7,1752.42,1168.28,Enterprise,0.0
2023-03-19,Cushion,Home & Garden,North,3,927.43,556.46,370.97,Business,0.0
2023-03-19,Headphones,Electronics,West,3,2053.81,1232.28,821.52,Consumer,0.0
2023-03-19,Laptop,Electronics,South,3,3047.75,1828.65,1219.1,Business,0.0
2023-03-20,Basketball,Sports,South,5,195.13,117.08,78.05,Business,0.0
2023-03-20,Yoga Mat,Sports,South,1,160.21,120.16,40.05,Enterprise,0.2
2023-03-20,Plant Pot,Home & Garden,North,2,645.84,430.56,215.28,Enterprise,0.1
2023-03-20,Tennis Racket,Sports,South,3,461.74,307.83,153.91,Consumer,0.1
2023-03-20,Dress,Clothing,Central,1,74.04,44.42,29.61,Consumer,0.0
2023-03-20,Dress,Clothing,South,1,31.31,18.79,12.53,Business,0.0
2023-03-20,Tennis Racket,Sports,Central,1,65.62,39.37,26.25,Business,0.0
2023-03-20,Running Shoes,Sports,West,1,125.59,75.36,50.24,Business,0.0
2023-03-20,T-Shirt,Clothing,South,2,334.33,200.6,133.73,Consumer,0.0
2023-03-20,Cookbook,Books,North,2,25.43,15.26,10.17,Business,0.0
2023-03-20,Tennis Racket,Sports,South,3,148.12,88.87,59.25,Consumer,0.0
2023-03-20,Shoes,Clothing,Central,3,197.07,131.38,65.69,Business,0.1
2023-03-20,Plant Pot,Home & Garden,Central,3,1090.89,818.17,272.72,Business,0.2
2023-03-20,Dress,Clothing,South,3,185.66,111.4,74.26,Enterprise,0.0
2023-03-20,Self-Help,Books,South,5,82.38,49.43,32.95,Business,0.0
2023-03-20,Fiction,Books,North,2,31.29,20.86,10.43,Consumer,0.1
2023-03-20,Smartwatch,Electronics,South,4,4092.79,2455.67,1637.11,Consumer,0.0
2023-03-20,Basketball,Sports,South,5,725.94,435.57,290.38,Consumer,0.0
2023-03-20,Jeans,Clothing,East,1,42.19,25.31,16.87,Enterprise,0.0
2023-03-20,Plant Pot,Home & Garden,North,3,1433.94,860.36,573.58,Enterprise,0.0
2023-03-20,Tennis Racket,Sports,West,0,0.0,0.0,0.0,Business,0.0
2023-03-20,Smartwatch,Electronics,North,6,3979.03,2387.42,1591.61,Business,0.0
2023-03-20,Smartwatch,Electronics,South,4,4264.27,2558.56,1705.71,Consumer,0.0
2023-03-20,Jeans,Clothing,West,5,717.42,430.45,286.97,Business,0.0
2023-03-20,Dress,Clothing,Central,4,523.06,313.84,209.22,Enterprise,0.0
2023-03-20,Non-Fiction,Books,South,2,20.19,13.46,6.73,Business,0.1
2023-03-20,Cookbook,Books,North,3,68.03,45.36,22.68,Business,0.1
2023-03-20,Cushion,Home & Garden,South,0,0.0,0.0,0.0,Business,0.0
2023-03-20,Dumbbells,Sports,Central,3,629.21,377.52,251.68,Business,0.0
2023-03-20,Tennis Racket,Sports,Central,2,312.32,187.39,124.93,Enterprise,0.0
2023-03-20,Coffee Table,Home & Garden,North,3,1118.23,670.94,447.29,Consumer,0.0
2023-03-20,Non-Fiction,Books,South,2,47.28,28.37,18.91,Business,0.0
2023-03-20,Running Shoes,Sports,East,4,587.35,352.41,234.94,Consumer,0.0
2023-03-20,Fiction,Books,East,0,0.0,0.0,0.0,Enterprise,0.1
2023-03-21,Tennis Racket,Sports,West,2,345.14,258.85,86.28,Consumer,0.2
2023-03-21,Running Shoes,Sports,East,4,766.5,459.9,306.6,Enterprise,0.0
2023-03-21,Jeans,Clothing,South,1,81.15,48.69,32.46,Enterprise,0.0
2023-03-21,Coffee Table,Home & Garden,East,5,2050.63,1230.38,820.25,Business,0.0
2023-03-21,Dumbbells,Sports,Central,1,284.31,170.58,113.72,Business,0.0
2023-03-21,Headphones,Electronics,Central,0,0.0,0.0,0.0,Enterprise,0.0
2023-03-21,Tablet,Electronics,North,3,1783.47,1070.08,713.39,Enterprise,0.0
2023-03-21,Smartwatch,Electronics,Central,3,1488.67,1116.5,372.17,Business,0.2
2023-03-21,Sofa,Home & Garden,East,1,300.31,225.23,75.08,Enterprise,0.2
2023-03-21,Cushion,Home & Garden,East,2,825.94,550.63,275.31,Enterprise,0.1
2023-03-21,Cookbook,Books,South,1,36.1,21.66,14.44,Consumer,0.0
2023-03-21,Running Shoes,Sports,West,1,239.0,143.4,95.6,Business,0.0
2023-03-21,Plant Pot,Home & Garden,Central,2,535.17,321.1,214.07,Consumer,0.0
2023-03-21,Sofa,Home & Garden,North,3,1064.23,638.54,425.69,Consumer,0.0
2023-03-21,Biography,Books,East,1,28.6,21.45,7.15,Enterprise,0.2
2023-03-21,Basketball,Sports,West,1,128.09,76.86,51.24,Business,0.0
2023-03-21,Yoga Mat,Sports,South,2,61.1,45.82,15.27,Consumer,0.2
2023-03-21,Running Shoes,Sports,East,5,1221.12,732.67,488.45,Consumer,0.0
2023-03-21,Non-Fiction,Books,South,4,139.32,83.59,55.73,Enterprise,0.0
2023-03-21,Fiction,Books,West,3,59.97,44.98,14.99,Consumer,0.2
2023-03-21,Smartwatch,Electronics,North,2,1637.94,1091.96,545.98,Enterprise,0.1
2023-03-21,Shoes,Clothing,North,4,311.65,267.13,44.52,Consumer,0.3
2023-03-21,Biography,Books,Central,2,35.4,21.24,14.16,Enterprise,0.0
2023-03-21,Basketball,Sports,East,2,132.37,79.42,52.95,Consumer,0.0
2023-03-21,Jacket,Clothing,East,4,292.25,175.35,116.9,Enterprise,0.0
2023-03-21,Sofa,Home & Garden,West,2,313.47,188.08,125.39,Enterprise,0.0
2023-03-21,Self-Help,Books,West,1,34.03,20.42,13.61,Enterprise,0.0
2023-03-21,Cookbook,Books,West,0,0.0,0.0,0.0,Business,0.3
2023-03-21,Sofa,Home & Garden,Central,3,420.64,252.38,168.26,Enterprise,0.0
2023-03-21,Fiction,Books,East,1,30.23,18.14,12.09,Enterprise,0.0
2023-03-21,Tennis Racket,Sports,Central,2,189.22,141.91,47.3,Enterprise,0.2
2023-03-21,Tablet,Electronics,East,4,3301.17,1980.7,1320.47,Business,0.0
2023-03-21,Laptop,Electronics,North,3,2641.02,1584.61,1056.41,Enterprise,0.0
2023-03-21,Jeans,Clothing,South,2,123.4,105.77,17.63,Consumer,0.3
2023-03-21,Smartphone,Electronics,South,1,694.97,416.98,277.99,Enterprise,0.0
2023-03-21,Tennis Racket,Sports,Central,4,175.51,105.31,70.2,Consumer,0.0
2023-03-21,Tennis Racket,Sports,West,3,99.25,74.44,24.81,Consumer,0.2
2023-03-21,Yoga Mat,Sports,East,3,153.62,92.17,61.45,Business,0.0
2023-03-21,Plant Pot,Home & Garden,North,10,2686.95,1612.17,1074.78,Consumer,0.0
2023-03-21,Headphones,Electronics,West,2,1530.5,1311.85,218.64,Enterprise,0.3
2023-03-21,Cushion,Home & Garden,Central,1,479.33,287.6,191.73,Business,0.0
2023-03-21,Yoga Mat,Sports,North,2,569.88,341.93,227.95,Enterprise,0.0
2023-03-21,Lamp,Home & Garden,North,6,1019.82,611.89,407.93,Business,0.0
2023-03-22,Fiction,Books,West,4,171.64,102.98,68.66,Consumer,0.0
2023-03-22,Dumbbells,Sports,East,2,251.05,150.63,100.42,Enterprise,0.0
2023-03-22,Cushion,Home & Garden,Central,3,120.45,103.24,17.21,Consumer,0.3
2023-03-22,Lamp,Home & Garden,East,0,0.0,0.0,0.0,Business,0.0
2023-03-22,Laptop,Electronics,West,1,853.81,512.29,341.52,Consumer,0.0
2023-03-22,Running Shoes,Sports,South,3,228.31,136.99,91.32,Enterprise,0.0
2023-03-22,Smartphone,Electronics,South,2,1915.96,1149.58,766.39,Consumer,0.0
2023-03-22,T-Shirt,Clothing,Central,3,428.87,257.32,171.55,Business,0.0
2023-03-22,Tennis Racket,Sports,South,6,1294.09,776.45,517.64,Consumer,0.0
2023-03-22,Dress,Clothing,East,8,1551.1,930.66,620.44,Consumer,0.0
2023-03-22,Laptop,Electronics,North,2,1793.67,1076.2,717.47,Enterprise,0.0
2023-03-22,Jeans,Clothing,East,2,364.04,218.42,145.62,Enterprise,0.0
2023-03-22,Coffee Table,Home & Garden,East,3,1105.24,663.15,442.1,Business,0.0
2023-03-22,Running Shoes,Sports,East,0,0.0,0.0,0.0,Business,0.0
2023-03-22,Cookbook,Books,West,2,33.2,19.92,13.28,Enterprise,0.0
2023-03-22,Cushion,Home & Garden,Central,1,275.81,236.41,39.4,Enterprise,0.3
2023-03-22,Yoga Mat,Sports,Central,2,239.11,143.46,95.64,Enterprise,0.0
2023-03-22,Jacket,Clothing,Central,4,262.91,157.75,105.17,Enterprise,0.0
2023-03-22,Laptop,Electronics,East,1,668.27,400.96,267.31,Consumer,0.0
2023-03-22,Laptop,Electronics,North,3,1930.41,1286.94,643.47,Business,0.1
2023-03-22,Dress,Clothing,North,4,144.67,86.8,57.87,Consumer,0.0
2023-03-22,Tablet,Electronics,West,2,1981.07,1188.64,792.43,Enterprise,0.0
2023-03-22,Tablet,Electronics,West,3,3227.47,1936.48,1290.99,Enterprise,0.0
2023-03-22,Coffee Table,Home & Garden,West,3,353.43,212.06,141.37,Business,0.0
2023-03-22,Self-Help,Books,Central,2,20.32,12.19,8.13,Enterprise,0.0
2023-03-22,Plant Pot,Home & Garden,North,2,136.18,90.79,45.39,Enterprise,0.1
2023-03-22,Basketball,Sports,South,1,65.48,39.29,26.19,Consumer,0.0
2023-03-22,Self-Help,Books,North,6,163.03,108.69,54.34,Business,0.1
2023-03-22,Headphones,Electronics,South,2,2162.43,1297.46,864.97,Business,0.0
2023-03-22,T-Shirt,Clothing,North,2,136.49,90.99,45.5,Enterprise,0.1
2023-03-22,T-Shirt,Clothing,West,1,83.91,50.35,33.57,Business,0.0
2023-03-22,Dumbbells,Sports,West,2,206.12,137.41,68.71,Consumer,0.1
2023-03-22,Smartwatch,Electronics,Central,2,1009.83,673.22,336.61,Consumer,0.1
